"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"Ligand ID","Ligand Name","Ligand Type","Ligand Species","Ligand UniProt ID","Ligand Ensembl Gene ID","Ligand Subunit ID","Ligand Subunit Name","Ligand Subunit UniProt ID","Ligand Subunit Ensembl ID","Target ID","Target Name","Target Species","Target UniProt ID","Target Ensembl Gene ID","Target Subunit ID","Target Subunit Name","Target Subunit UniProt ID","Target Subunit Ensembl ID","Rank Potency","Rank Potency Refs (PMIDs)","List Comment","Interaction Species","Interaction Parameter","Interaction Value","Interaction PubMed IDs"
"2387","PIP<sub>2</sub>","Metabolite","","","","","","","","563","K<SUB>v</SUB>7.4","Human","P56696","ENSG00000117013","","","","","","","","Human","pEC50","3.7","16251430"
"566","Zn<sup>2+</sup>","Inorganic","","","","","","","","587","ZAC ","Human","Q401N2","ENSG00000186919","","","","","","","","Human","pEC50","3.3 - 3.7","12381728|26872532"
"2346","H<sup>+</sup>","Inorganic","","","","","","","","587","ZAC ","Human","Q401N2","ENSG00000186919","","","","","","","","Human","pEC50","5.6","26872532"
"4164","Cu<sup>2+</sup>","Inorganic","","","","","","","","587","ZAC ","Human","Q401N2","ENSG00000186919","","","","","","","","Human","pEC50","5.4","26872532"
"2634","triiodothyronine","Metabolite","","","","","","","","588","Thyroid hormone receptor-&alpha;","Human","P10827","ENSG00000126351","","","","","triiodothyronine > T<sub>4</sub>","","triiodothyronine is the more potent endogenous ligand","Human","pKd","10.0","12109914"
"2635","T<sub>4</sub>","Metabolite","","","","","","","","588","Thyroid hormone receptor-&alpha;","Human","P10827","ENSG00000126351","","","","","triiodothyronine > T<sub>4</sub>","","triiodothyronine is the more potent endogenous ligand","Human","pIC50","-","2158622"
"2634","triiodothyronine","Metabolite","","","","","","","","589","Thyroid hormone receptor-&beta;","Human","P10828","ENSG00000151090","","","","","triiodothyronine > T<sub>4</sub>","","triiodothyronine is the more potent endogenous ligand","Human","pKd","10.1","12109914"
"2635","T<sub>4</sub>","Metabolite","","","","","","","","589","Thyroid hormone receptor-&beta;","Human","P10828","ENSG00000151090","","","","","triiodothyronine > T<sub>4</sub>","","triiodothyronine is the more potent endogenous ligand","Human","pIC50","8.5","2158622"
"2644","tretinoin","Metabolite","","","","","","","","590","Retinoic acid receptor-&alpha;","Human","P10276","ENSG00000131759","","","","","","","","Human","pKd","9.4","8380496|8264595|10964567|7791761|10637371"
"2644","tretinoin","Metabolite","","","","","","","","590","Retinoic acid receptor-&alpha;","Human","P10276","ENSG00000131759","","","","","","","","Human","pEC50","7.8","19058965"
"2644","tretinoin","Metabolite","","","","","","","","591","Retinoic acid receptor-&beta;","Human","P10826","ENSG00000077092","","","","","","","","Human","pKi","9.4","8264595|10964567|7791761|10637371"
"2644","tretinoin","Metabolite","","","","","","","","591","Retinoic acid receptor-&beta;","Human","P10826","ENSG00000077092","","","","","","","","Human","pEC50","7.9","19058965"
"2644","tretinoin","Metabolite","","","","","","","","592","Retinoic acid receptor-&gamma;","Human","P13631","ENSG00000172819","","","","","","","","Human","pKd","9.6","8380496|8264595|10964567|7791761|10637371"
"2644","tretinoin","Metabolite","","","","","","","","592","Retinoic acid receptor-&gamma;","Human","P13631","ENSG00000172819","","","","","","","","Human","pEC50","9.7","19058965"
"2487","LTB<sub>4</sub>","Metabolite","","","","","","","","593","Peroxisome proliferator-activated receptor-&alpha;","Unknown","","","","","","","","","LTB<sub>4</sub>, fatty acids and eisosanoids are natural ligands","Unknown","pIC50","7.0","8900274|9171241"
"2676","pristanic acid","Metabolite","","","","","","","","593","Peroxisome proliferator-activated receptor-&alpha;","Human","Q07869","ENSG00000186951","","","","","","","LTB<sub>4</sub>, fatty acids and eisosanoids are natural ligands","Human","pEC50","4.4","11060349"
"2679","8S-HETE","Metabolite","","","","","","","","593","Peroxisome proliferator-activated receptor-&alpha;","Human","Q07869","ENSG00000186951","","","","","","","LTB<sub>4</sub>, fatty acids and eisosanoids are natural ligands","Human","pKd","7.0","9113986|7592593"
"2644","tretinoin","Metabolite","","","","","","","","594","Peroxisome proliferator-activated receptor-&beta;/&delta;","Human","Q03181","ENSG00000112033","","","","","","","Fatty acids and eisosanoids are natural ligands","Human","pKd","7.8","12963727"
"1052","linoleic acid","Metabolite","","","","","","","","595","Peroxisome proliferator-activated receptor-&gamma;","Human","P37231","ENSG00000132170","","","","","","","Fatty acids, prostaglandin J2 and eisosanoids are reported natural ligands","Human","pKd","5.3","11301062|14717706"
"2692","15-deoxy-&Delta;-12,14-prostaglandin J2","Metabolite","","","","","","","","595","Peroxisome proliferator-activated receptor-&gamma;","Human","P37231","ENSG00000132170","","","","","","","Fatty acids, prostaglandin J2 and eisosanoids are reported natural ligands","Human","pIC50","6.3","9113987|8521498|9514791|11955950|16198309"
"4349","heme","Metabolite","","","","","","","","596","Rev-Erb-&alpha;","Human","P20393","ENSG00000126368","","","","","","","Orphan","Human","-","-","18037887|18006707"
"4349","heme","Metabolite","","","","","","","","597","Rev-Erb-&beta;","Human","Q14995","ENSG00000174738","","","","","","","Orphan","Human","pKd","6.4","18037887|18006707|24872411"
"2718","cholesterol","Metabolite","","","","","","","","598","RAR-related orphan receptor-&alpha;","Human","P35398","ENSG00000069667","","","","","","","","Human","-","-","8858107|12467577"
"2644","tretinoin","Metabolite","","","","","","","","599","RAR-related orphan receptor-&beta;","Human","Q92753","ENSG00000198963","","","","","","","","Human","pIC50","9.8","12958591"
"2644","tretinoin","Metabolite","","","","","","","","599","RAR-related orphan receptor-&beta;","Human","Q92753","ENSG00000198963","","","","","","","","Human","pKi","6.6","12958591"
"2644","tretinoin","Metabolite","","","","","","","","599","RAR-related orphan receptor-&beta;","Human","Q92753","ENSG00000198963","","","","","","","","Human","-","-","12958591"
"2885","25-hydroxycholesterol","Metabolite","","","","","","","","600","RAR-related orphan receptor-&gamma;","Human","P51449","ENSG00000143365","","","","","","","Orphan","Human","-","-","20203100"
"2742","22R-hydroxycholesterol","Metabolite","","","","","","","","601","Liver X receptor-&beta;","Human","P55055","ENSG00000131408","","","","","20S-hydroxycholesterol, 22R-hydroxycholesterol, 24(S)-hydroxycholesterol > 25-hydroxycholesterol, 27-hydroxycholesterol","9013544|","A series of oxysterols are natural ligands","Human","pEC50","5.5","8878485"
"2750","24(S)-hydroxycholesterol","Metabolite","","","","","","","","601","Liver X receptor-&beta;","Human","P55055","ENSG00000131408","","","","","20S-hydroxycholesterol, 22R-hydroxycholesterol, 24(S)-hydroxycholesterol > 25-hydroxycholesterol, 27-hydroxycholesterol","9013544|","A series of oxysterols are natural ligands","Human","pEC50","5.5","9013544"
"2751","24(S), 25-epoxycholesterol","Metabolite","","","","","","","","601","Liver X receptor-&beta;","Human","P55055","ENSG00000131408","","","","","20S-hydroxycholesterol, 22R-hydroxycholesterol, 24(S)-hydroxycholesterol > 25-hydroxycholesterol, 27-hydroxycholesterol","9013544|","A series of oxysterols are natural ligands","Human","pEC50","5.5 - 7.0","9013544|23292650"
"2752","27-hydroxycholesterol","Metabolite","","","","","","","","601","Liver X receptor-&beta;","Human","P55055","ENSG00000131408","","","","","20S-hydroxycholesterol, 22R-hydroxycholesterol, 24(S)-hydroxycholesterol > 25-hydroxycholesterol, 27-hydroxycholesterol","9013544|","A series of oxysterols are natural ligands","Human","pEC50","7.2","11504730"
"2742","22R-hydroxycholesterol","Metabolite","","","","","","","","602","Liver X receptor-&alpha;","Human","Q13133","ENSG00000025434","","","","","20S-hydroxycholesterol, 22R-hydroxycholesterol, 24(S)-hydroxycholesterol > 25-hydroxycholesterol, 27-hydroxycholesterol","9013544|","A series of oxysterols are natural ligands","Human","pEC50","5.3","8878485"
"2750","24(S)-hydroxycholesterol","Metabolite","","","","","","","","602","Liver X receptor-&alpha;","Human","Q13133","ENSG00000025434","","","","","20S-hydroxycholesterol, 22R-hydroxycholesterol, 24(S)-hydroxycholesterol > 25-hydroxycholesterol, 27-hydroxycholesterol","9013544|","A series of oxysterols are natural ligands","Human","pEC50","5.4","9013544"
"2751","24(S), 25-epoxycholesterol","Metabolite","","","","","","","","602","Liver X receptor-&alpha;","Human","Q13133","ENSG00000025434","","","","","20S-hydroxycholesterol, 22R-hydroxycholesterol, 24(S)-hydroxycholesterol > 25-hydroxycholesterol, 27-hydroxycholesterol","9013544|","A series of oxysterols are natural ligands","Human","pEC50","5.4 - 6.5","9874807|9013544|23292650"
"2752","27-hydroxycholesterol","Metabolite","","","","","","","","602","Liver X receptor-&alpha;","Human","Q13133","ENSG00000025434","","","","","20S-hydroxycholesterol, 22R-hydroxycholesterol, 24(S)-hydroxycholesterol > 25-hydroxycholesterol, 27-hydroxycholesterol","9013544|","A series of oxysterols are natural ligands","Human","pEC50","7.1","11504730"
"608","chenodeoxycholic acid","Metabolite","","","","","","","","603","Farnesoid X receptor","Human","Q96RI1","ENSG00000012504","","","","","chenodeoxycholic acid > lithocholic acid, deoxycholic acid","10334992|10334993|","A series of bile acids are natural ligands","Human","pEC50","5.3","10334993|10360171"
"609","cholic acid","Metabolite","","","","","","","","603","Farnesoid X receptor","None","Q96RI1","ENSG00000012504","","","","","chenodeoxycholic acid > lithocholic acid, deoxycholic acid","10334992|10334993|","A series of bile acids are natural ligands","None","pEC50","4.0 - 5.0","10334993|10360171"
"610","deoxycholic acid","Metabolite","","","","","","","","603","Farnesoid X receptor","None","Q96RI1","ENSG00000012504","","","","","chenodeoxycholic acid > lithocholic acid, deoxycholic acid","10334992|10334993|","A series of bile acids are natural ligands","None","pEC50","4.0","7898771|10334993|10360171"
"611","lithocholic acid","Metabolite","","","","","","","","603","Farnesoid X receptor","None","Q96RI1","ENSG00000012504","","","","","chenodeoxycholic acid > lithocholic acid, deoxycholic acid","10334992|10334993|","A series of bile acids are natural ligands","None","pEC50","5.3","10334993|10360171|10334992"
"2742","22R-hydroxycholesterol","Metabolite","","","","","","","","603","Farnesoid X receptor","Human","Q96RI1","ENSG00000012504","","","","","chenodeoxycholic acid > lithocholic acid, deoxycholic acid","10334992|10334993|","A series of bile acids are natural ligands","Human","pEC50","5.5","16371446"
"2746","lanosterol","Metabolite","","","","","","","","604","Farnesoid X receptor-&beta;","Mouse","","ENSMUSG00000048938","","","","","","","A series of oxysterols and bile acids are natural ligands","Mouse","pEC50","6.0","12529392"
"2747","vitamin D3","Metabolite","","","","","","","","604","Farnesoid X receptor-&beta;","Mouse","","ENSMUSG00000048938","","","","","","","A series of oxysterols and bile acids are natural ligands","Mouse","pEC50","5.0","12529392"
"2748","desmosterol","Metabolite","","","","","","","","604","Farnesoid X receptor-&beta;","Mouse","","ENSMUSG00000048938","","","","","","","A series of oxysterols and bile acids are natural ligands","Mouse","pEC50","5.0","12529392"
"2802","cholesten","Metabolite","","","","","","","","604","Farnesoid X receptor-&beta;","Mouse","","ENSMUSG00000048938","","","","","","","A series of oxysterols and bile acids are natural ligands","Mouse","pEC50","5.0","12529392"
"611","lithocholic acid","Metabolite","","","","","","","","605","Vitamin D receptor","Human","P11473","ENSG00000111424","","","","","","","","Human","pKi","5.1","12016314"
"2766","3-keto-lithocholic acid","Metabolite","","","","","","","","605","Vitamin D receptor","Human","P11473","ENSG00000111424","","","","","","","","Human","pKi","6.5","12016314"
"2779","1,25-dihydroxyvitamin D3","Metabolite","","","","","","","","605","Vitamin D receptor","Human","P11473","ENSG00000111424","","","","","","","","Human","pKd","8.9 - 9.2","7976510|12089348"
"2786","calcitriol-26,23-lactone","Metabolite","","","","","","","","605","Vitamin D receptor","Human","P11473","ENSG00000111424","","","","","","","","Human","pKd","7.5","6572492"
"611","lithocholic acid","Metabolite","","","","","","","","606","Pregnane X receptor","Human","O75469","ENSG00000144852","","","","","","","Xenobiotics, steroids and benzoates have been proposed as the natural ligands","Human","pEC50","5.1","11248085"
"1013","17&beta;-estradiol","Metabolite","","","","","","","","606","Pregnane X receptor","Human","O75469","ENSG00000144852","","","","","","","Xenobiotics, steroids and benzoates have been proposed as the natural ligands","Human","-","-","10628745"
"2766","3-keto-lithocholic acid","Metabolite","","","","","","","","606","Pregnane X receptor","Human","O75469","ENSG00000144852","","","","","","","Xenobiotics, steroids and benzoates have been proposed as the natural ligands","Human","pEC50","4.8","11248085"
"1052","linoleic acid","Metabolite","","","","","","","","608","Hepatocyte nuclear factor-4-&alpha;","Human","P41235","ENSG00000101076","","","","","","","Orphan","Human","-","-","19440305"
"1051","docosahexaenoic acid","Metabolite","","","","","","","","610","Retinoid X receptor-&alpha;","Mouse","P28700","ENSMUSG00000015846","","","","","","","","Mouse","-","-","10529898|11690641"
"2645","alitretinoin","Metabolite","","","","","","","","610","Retinoid X receptor-&alpha;","Human","P19793","ENSG00000186350","","","","","","","","Human","pIC50","7.1 - 8.2","8380496|7791761|1310260|8837780|1309942|1312497"
"2645","alitretinoin","Metabolite","","","","","","","","611","Retinoid X receptor-&beta;","None","P28702","ENSG00000204231","","","","","","","","None","pIC50","6.9 - 8.2","8380496|7791761|1310260|8837780|1309942|1312497"
"2645","alitretinoin","Metabolite","","","","","","","","612","Retinoid X receptor-&gamma;","Human","P48443","ENSG00000143171","","","","","","","","Human","pIC50","7.0 - 8.0","8380496|7791761|1310260|8837780|1309942|1312497"
"2644","tretinoin","Metabolite","","","","","","","","614","Testicular receptor 4","Human","P49116","ENSG00000177463","","","","","","","Orphan","Human","pEC50","4.6","21068381"
"4053","retinol","Metabolite","","","","","","","","614","Testicular receptor 4","Human","P49116","ENSG00000177463","","","","","","","Orphan","Human","pEC50","4.7","21068381"
"1013","17&beta;-estradiol","Metabolite","","","","","","","","620","Estrogen receptor-&alpha;","Human","P03372","ENSG00000091831","","","","","","","","Human","pKi","9.8","9048584"
"2818","estrone","Metabolite","","","","","","","","620","Estrogen receptor-&alpha;","Human","P03372","ENSG00000091831","","","","","","","","Human","pKi","8.5","9048584"
"2821","estriol","Metabolite","","","","","","","","620","Estrogen receptor-&alpha;","Human","P03372","ENSG00000091831","","","","","","","","Human","pKi","8.7","9048584"
"1013","17&beta;-estradiol","Metabolite","","","","","","","","621","Estrogen receptor-&beta;","Human","Q92731","ENSG00000140009","","","","","","","","Human","pKi","9.3","9048584"
"2818","estrone","Metabolite","","","","","","","","621","Estrogen receptor-&beta;","Human","Q92731","ENSG00000140009","","","","","","","","Human","pKi","7.9","9048584"
"2868","cortisol","Metabolite","","","","","","","","625","Glucocorticoid receptor","Human","P04150","ENSG00000113580","","","","","cortisol, corticosterone >> aldosterone, deoxycortisone","8282004|","cortisol and corticosterone are the principal endogenous agonists","Human","pIC50","7.3 - 8.0","8282004|10611474|10747884"
"2869","corticosterone","Metabolite","","","","","","","","625","Glucocorticoid receptor","Mouse","P06537","ENSMUSG00000024431","","","","","cortisol, corticosterone >> aldosterone, deoxycortisone","8282004|","cortisol and corticosterone are the principal endogenous agonists","Mouse","pIC50","7.2","8282004|10611474|10747884"
"2871","deoxycorticosterone","Metabolite","","","","","","","","625","Glucocorticoid receptor","Human","P04150","ENSG00000113580","","","","","cortisol, corticosterone >> aldosterone, deoxycortisone","8282004|","cortisol and corticosterone are the principal endogenous agonists","Human","pIC50","7.2","8282004|10747884"
"2872","aldosterone","Metabolite","","","","","","","","625","Glucocorticoid receptor","None","P04150","ENSG00000113580","","","","","cortisol, corticosterone >> aldosterone, deoxycortisone","8282004|","cortisol and corticosterone are the principal endogenous agonists",,,"-",""
"3450","deoxycortisone","Metabolite","","","","","","","","625","Glucocorticoid receptor","None","P04150","ENSG00000113580","","","","","cortisol, corticosterone >> aldosterone, deoxycortisone","8282004|","cortisol and corticosterone are the principal endogenous agonists",,,"-",""
"2377","progesterone","Metabolite","","","","","","","","626","Mineralocorticoid receptor","Human","P08235","ENSG00000151623","","","","","corticosterone, cortisol, aldosterone, progesterone","8282004|","","Human","pIC50","11.0","8282004"
"2868","cortisol","Metabolite","","","","","","","","626","Mineralocorticoid receptor","Human","P08235","ENSG00000151623","","","","","corticosterone, cortisol, aldosterone, progesterone","8282004|","","Human","pIC50","9.8 - 9.9","8282004|10611474"
"2869","corticosterone","Metabolite","","","","","","","","626","Mineralocorticoid receptor","Human","P08235","ENSG00000151623","","","","","corticosterone, cortisol, aldosterone, progesterone","8282004|","","Human","-","-",""
"2871","deoxycorticosterone","Metabolite","","","","","","","","626","Mineralocorticoid receptor","Human","P08235","ENSG00000151623","","","","","corticosterone, cortisol, aldosterone, progesterone","8282004|","","Human","pIC50","11.0","8282004"
"2872","aldosterone","Metabolite","","","","","","","","626","Mineralocorticoid receptor","Human","P08235","ENSG00000151623","","","","","corticosterone, cortisol, aldosterone, progesterone","8282004|","","Human","pIC50","9.8 - 10.0","8282004|10611474"
"2377","progesterone","Metabolite","","","","","","","","627","Progesterone receptor","Human","P06401","ENSG00000082175","","","","","progesterone","","","Human","pEC50","8.8","9667968"
"2377","progesterone","Metabolite","","","","","","","","627","Progesterone receptor","Human","P06401","ENSG00000082175","","","","","progesterone","","","Human","pKi","8.5","9464360"
"2856","dihydrotestosterone","Metabolite","","","","","","","","628","Androgen receptor","Human","P10275","ENSG00000169083","","","","","dihydrotestosterone > testosterone","","dihydrotestosterone has greater potency than testosterone","Human","pKd","9.3","2911578"
"2856","dihydrotestosterone","Metabolite","","","","","","","","628","Androgen receptor","Rat","P15207","ENSRNOG00000005639","","","","","dihydrotestosterone > testosterone","","dihydrotestosterone has greater potency than testosterone","Rat","pIC50","8.6","14565775"
"2858","testosterone","Metabolite","","","","","","","","628","Androgen receptor","Rat","P15207","ENSRNOG00000005639","","","","","dihydrotestosterone > testosterone","","dihydrotestosterone has greater potency than testosterone","Rat","pIC50","7.8","14565775"
